codigo,descricao,ref_grupo,grupo,cod_conta,conta_financeira,unidade
8198,Projeto de esquadrias,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
8199,Projeto de estrutura metálica,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
8200,Projeto de estrutura de madeira,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
8201,Projeto de estação de tratamento de água (ETA),6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8202,Projeto de estação de tratamento de esgoto (ETE),6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8203,Projeto de fôrmas,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
8204,Projeto de rede de gás,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8205,Projeto de instalações elétricas e SPDA,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
8206,Projeto de rede elétrica,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8207,Projeto luminotécnico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
8208,Projeto de pavimentação,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8209,Projeto de piscina,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
8210,Projeto de rede de esgoto,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8211,Projeto de rede de água,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8212,Projeto de estação elevatória de esgoto (EEE),6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8213,Projeto de rede preventiva de incêndio,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8214,Projeto de sinalização viária,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8215,Projeto de telefonia / comunicação / dados,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
8216,Projeto de terraplenagem,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
8217,Projeto de reutilização de água,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
8218,Projeto acústico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.05.02,Estudos e Projetos para Certificações,vb
8219,Compatibilização de projetos,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
8220,Estudo ambiental,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.01,Estudos e Projetos Ambientais,vb
8221,Estudo geológico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.01,Estudos e Projetos Ambientais,vb
8224,Elaboração de manual técnico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.02.05.05.04,Assessorias e Consultorias,vb
8225,Prova de carga estática,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.06.01,Serviços de Terceiros,vb
8226,Teste de estanqueidade,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.06.01,Serviços de Terceiros,vb
8436,Controle tecnológico de concreto,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.06.01,Serviços de Terceiros,m3
8437,Controle tecnológico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.06.01,Serviços de Terceiros,vb
8589,Serviço de Plotagem,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.03.01,Aprovação - Serviços e Taxas - Crea,un
8751,Projeto de aterro sobre solos moles,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
9168,Projeto arquitetônico do campo de golfe,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
9283,Estudo de bacias,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
9284,Estudos hidrogeológicos,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.01,Estudos e Projetos Ambientais,vb
9285,Estudo de impacto de vizinhança,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
9286,Estudos para certificações,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.05.02,Estudos e Projetos para Certificações,vb
9288,Projeto de aquecimento solar,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
9289,Projeto de circulação vertical,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
9290,Projeto e estudo de implantação de empreendimentos,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
9291,Projeto de obras de arte especiais (OAE),6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
9292,Projeto de retificação de rios e canais,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
9293,Projeto de geotecnia,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
9294,Projeto de controle a erosão,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
9374,Teste de tubulação,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.06.01,Serviços de Terceiros,vb
9680,Análise parâmetros emissões atmosféricas,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.01,Estudos e Projetos Ambientais,vb
9702,Projeto de dados e automação ,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
9797,Outros projetos,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
9889,Estudos Hidrogeológicos,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.01,Estudos e Projetos Ambientais,vb
10138,Projeto de estação de tratamento de água,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.01,Estudos e Projetos Ambientais,vb
10277,Estudo de Impacto de Vizinhança - EIV,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.01,Estudos e Projetos Ambientais,vb
10283,Projeto de Instalações de rede lógica,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
10322,Estudos de viabilidade,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.03,Estudos e Viabilidades,vb
10335,Projeto de microdrenagem,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
10354,Projeto de abastecimento de água potável,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
10356,Projeto de rede coletora de esgoto sanitário,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
10372,Projeto arquitetêonico legal ,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
10492,Levantamento batimétrico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.04,Estudos Geológicos,vb
10647,Estudo Hidrogeológico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.01,Estudos e Projetos Ambientais,vb
10663,Projeto executivo,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
10712,Certificação,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.05.01,Certificações,un
10887,Projeto Multimídia,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
11007,Projeto de estrutura pré moldada,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11008,Projeto de segurança,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11009,Projeto de acessibilidade,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11010,Projeto de desempenho térmico e lumínico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11011,Projeto de garagem,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11012,Projeto de ancoragem,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11017,Teste de declividade,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11046,Manual de instruções,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.02.05.05.04,Assessorias e Consultorias,un
11140,Estudo geofísico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.04,Estudos Geológicos,vb
11143,Análise parâmetros de água,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.01,Estudos e Projetos Ambientais,vb
11144,Análise parâmetros de solo,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.04.01,Estudos e Projetos Ambientais,vb
11160,Projeto de reuso de águas pluviais,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
11164,Projeto geométrico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
11171,Projeto de controle de acesso,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11173,Projeto de energia solar,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11177,'	Projeto de revestimentos,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11179,Projeto de cobertura,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11182,Outros projetos - Desumidificação piscina,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11183,Outros projetos - Acessibilidade,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11184,Projeto de Furações,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11185,Outros projetos - Consultoria Garagens,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11186,Outros projetos - Consultoria Concreto Aparente,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11187,Outros projetos - Consultoria Técnica e Compatibilização,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11203,Laudos de segurança,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.04.02.05,Medicina e Segurança do Trabalho,vb
11245,Topografia (primitivo),6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.01.08,Topografia (Pré Obra),vb
11247,Projeto de interiores - Conceitual,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11248,Projeto de luminotécnico - Conceitual,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11250,Projeto de comunicação visual - Conceitual,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11251,Projeto de paisagismo - Conceitual,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11276,Consultoria em gestão de qualidade,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.02.05.05.04,Assessorias e Consultorias,vb
11322,Projeto de quadras e pistas,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
11385,Ensaios técnicos,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
11420,Exame adminissional,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.04.02.05,Medicina e Segurança do Trabalho,vb
11431,Teste de carga,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.07.01,Insumos Aplicados à Obra,vb
11437,Projeto de topografia,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
11459,Gerenciadora,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.02.05.05.04,Assessorias e Consultorias,vb
11461,Estudo de tráfego,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
12042,Projeto de Pátio de Descontaminação,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
12070,Projeto Hidráulico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
12071,Projeto Sanitário e Pluvial,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
12081,Projeto Elétrico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
12082,"Projeto Telecomunicação, CFTV e Segurança",6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
12103,Mão de Obra - Controle Tecnológico de Concreto,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.06.01,Serviços de Terceiros,un
12137,Projeto Instalação Elevador de Obra,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.06.01,Serviços de Terceiros,un
12141,Projeto / ART de Instalação de Minigrua,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.06.01,Serviços de Terceiros,vb
12150,Projeto de Instalação de Andaime Suspenso,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.06.01,Serviços de Terceiros,vb
12619,Materiais para Testes - Subestação Urbanização,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.07.01,Insumos Aplicados à Obra,vb
12634,Coordenação de Projetos e Licenciamento,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.03,Projetos de Infraestrutura,vb
12916,Projeto Design Code ,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
12917,Design urbano,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.02,Projetos de Urbanização,vb
12949,Outros Projetos - ATP Estrutura,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
12950,Outros Projetos - ATP Fundação ,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
12965,Laudo de avaliação imobiliária,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.02.05.05.04,Assessorias e Consultorias,vb
13751,Faturamento direto - Projetos,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.02.01.01,Projetos Civis,vb
24,Consumo de água e esgoto,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.07,Água e Esgoto (Obra),mês
26,Consumo de energia elétrica,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.06,Energia Elétrica (Obra),mes
31,Consumo de telefonia,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.03,Telefone (Obra),mês
6907,Marmita,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.04.02.02,Vale Alimentação,un
6921,Consumo de internet,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.01,Internet (Obra),mes
8438,Coleta de lixo,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),mes
9164,Despesas com alimentação (obra),6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),vb
9180,Despesas de consumo,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.07,Água e Esgoto (Obra),mes
9871,Coleta de Efluentes,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),vb
10125,Funil,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
10126,Coletor de óleo,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
10177,Produto químico,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.08.05,Serviços e Materiais de Consumo e Conserv (Obra),un
10203,Vale alimentação,6,"Terreno, Despesas Administrativas e Custos Indiretos",2.01.04.02.02,Vale Alimentação,vb
